id,statement,relation,ground_truth,prediction,correct,raw_output,image_url
273,The cake is at the right side of the apple.,at the right side of,False,False,True, False,http://images.cocodataset.org/train2017/000000071664.jpg
274,The cat is under the dog.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000394976.jpg
275,The dining table is under the suitcase.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000534124.jpg
276,The cake has as a part the laptop.,has as a part,False,False,True, False,http://images.cocodataset.org/train2017/000000518592.jpg
277,The laptop is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000463865.jpg
278,The car is behind the teddy bear.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000151764.jpg
279,The dining table is in front of the person.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000126625.jpg
280,The person is facing the teddy bear.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000041753.jpg
281,The cat is enclosed by the sink.,enclosed by,False,True,False, True,http://images.cocodataset.org/train2017/000000461300.jpg
282,The chair is behind the person.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000540765.jpg
283,The airplane is far away from the bicycle.,far away from,True,True,True, True,http://images.cocodataset.org/val2017/000000388258.jpg
284,The laptop is at the right side of the apple.,at the right side of,False,True,False, True,http://images.cocodataset.org/train2017/000000579201.jpg
285,The cat is touching the keyboard.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000438628.jpg
286,The pizza is touching the dining table.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000348973.jpg
287,The person is touching the giraffe.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000388074.jpg
288,The bench is right of the bed.,right of,True,True,True, True,http://images.cocodataset.org/train2017/000000262118.jpg
289,The keyboard is on top of the cat.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000386361.jpg
290,The bench is close to the laptop.,close to,True,True,True, True,http://images.cocodataset.org/train2017/000000054723.jpg
291,The book is behind the bus.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000160407.jpg
292,The cat is on the dining table.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000452072.jpg
293,The cup contains the cat.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000296188.jpg
294,The book is next to the bed.,next to,True,False,False, False,http://images.cocodataset.org/val2017/000000297353.jpg
295,The umbrella is over the person.,over,False,False,True, False,http://images.cocodataset.org/train2017/000000338431.jpg
296,The banana is inside the bowl.,inside,False,False,True, False,http://images.cocodataset.org/train2017/000000090662.jpg
297,The dining table is behind the person.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000160459.jpg
298,The book is behind the teddy bear.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000514292.jpg
299,The suitcase is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000533686.jpg
300,The truck contains the elephant.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000472250.jpg
301,The car is in front of the truck.,in front of,False,False,True, False,http://images.cocodataset.org/train2017/000000279073.jpg
302,The broccoli is at the right side of the pizza.,at the right side of,False,False,True, False,http://images.cocodataset.org/train2017/000000055707.jpg
303,The person is down from the cow.,down from,False,True,False, True,http://images.cocodataset.org/train2017/000000194022.jpg
304,The teddy bear is surrounding the umbrella.,surrounding,False,False,True, False,http://images.cocodataset.org/train2017/000000318168.jpg
305,The dog is on the bus.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000225848.jpg
306,The donut is next to the bowl.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000400869.jpg
307,The dog is on the bed.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000386778.jpg
308,The apple is above the banana.,above,False,False,True, False,http://images.cocodataset.org/train2017/000000204351.jpg
309,The person is behind the cat.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000228915.jpg
310,The suitcase is under the cat.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000468951.jpg
311,The cat is touching the bed.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000530730.jpg
312,The dining table is behind the cat.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000452072.jpg
313,The elephant is in the middle of the truck.,in the middle of,True,True,True, True,http://images.cocodataset.org/train2017/000000326593.jpg
314,The microwave is opposite to the person.,opposite to,True,True,True, True,http://images.cocodataset.org/train2017/000000481828.jpg
315,The boat is behind the bicycle.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000390298.jpg
316,The bed is detached from the person.,detached from,True,False,False, False,http://images.cocodataset.org/train2017/000000507385.jpg
317,The couch is under the dog.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000387930.jpg
318,The cat is on top of the microwave.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000358359.jpg
319,The carrot is with the person.,with,False,True,False, True,http://images.cocodataset.org/train2017/000000170401.jpg
320,The cat is over the tv.,over,False,True,False, True,http://images.cocodataset.org/train2017/000000396039.jpg
321,The laptop is on top of the couch.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000304434.jpg
322,The bed is off the umbrella.,off,False,True,False, True,http://images.cocodataset.org/train2017/000000133030.jpg
323,The cat is in front of the bicycle.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000446409.jpg
324,The toaster is near the sandwich.,near,False,True,False, True,http://images.cocodataset.org/train2017/000000214725.jpg
325,The pizza is touching the dog.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000508555.jpg
326,The potted plant is at the edge of the dining table.,at the edge of,False,True,False, True,http://images.cocodataset.org/train2017/000000053236.jpg
327,The zebra is ahead of the person.,ahead of,True,True,True, True,http://images.cocodataset.org/train2017/000000236925.jpg
328,The dining table is touching the pizza.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000503456.jpg
329,The book is under the teddy bear.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000469152.jpg
330,The umbrella is under the bird.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000542205.jpg
331,The chair is across from the bed.,across from,False,True,False, True,http://images.cocodataset.org/train2017/000000054401.jpg
332,The bus is away from the horse.,away from,False,True,False, True,http://images.cocodataset.org/train2017/000000411603.jpg
333,The fire hydrant is behind the bird.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000572804.jpg
334,The umbrella is touching the cat.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000305338.jpg
335,The tv is above the laptop.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000535185.jpg
336,The pizza is near the sandwich.,near,False,False,True, False,http://images.cocodataset.org/train2017/000000040934.jpg
337,The motorcycle is away from the bird.,away from,True,False,False, False,http://images.cocodataset.org/train2017/000000155777.jpg
338,The bus contains the person.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000159627.jpg
339,The bed is in front of the couch.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000456302.jpg
340,The cake is at the edge of the laptop.,at the edge of,False,False,True, False,http://images.cocodataset.org/train2017/000000512569.jpg
341,The car is under the dog.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000282076.jpg
342,The umbrella is at the right side of the cat.,at the right side of,False,False,True, False,http://images.cocodataset.org/train2017/000000158354.jpg
343,The surfboard is beside the dining table.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000177809.jpg
344,The teddy bear is next to the wine glass.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000444343.jpg
345,The couch is under the dog.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000157616.jpg
346,The person is touching the hot dog.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000335532.jpg
347,The person is touching the donut.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000309607.jpg
348,The teddy bear is behind the potted plant.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000082512.jpg
349,The cat is on the laptop.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000309568.jpg
350,The dining table is behind the suitcase.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000108751.jpg
